ko	name	description	module_id	module	pathway_id	pathway	class
K14067	hdrA1	heterodisulfide reductase subunit A1 [EC:1.8.7.3]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrA2	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	hdrA2	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrD	heterodisulfide reductase subunit D [EC:1.8.98.1]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	hdrD	heterodisulfide reductase subunit D [EC:1.8.98.1]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	M00356	Methanogenesis, methanol => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	ackA	acetate kinase [EC:2.7.2.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	ackA	acetate kinase [EC:2.7.2.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	E2.3.1.8, pta	phosphate acetyltransferase [EC:2.3.1.8]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	E2.3.1.8, pta	phosphate acetyltransferase [EC:2.3.1.8]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	cdhC	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	cdhC	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mtrA	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mtrA	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrA1	heterodisulfide reductase subunit A1 [EC:1.8.7.3]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	hdrA1	heterodisulfide reductase subunit A1 [EC:1.8.7.3]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrA2	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	hdrA2	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	hdrD	heterodisulfide reductase subunit D [EC:1.8.98.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	hdrD	heterodisulfide reductase subunit D [EC:1.8.98.1]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	M00357	Methanogenesis, acetate => methane [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	comA	phosphosulfolactate synthase [EC:4.4.1.19]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	comA	phosphosulfolactate synthase [EC:4.4.1.19]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	comB	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	comB	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	comC	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	comC	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	comE	sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	comE	sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]	M00358	Coenzyme M biosynthesis [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K08692	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K14067	ispA	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00364	C10-C20 isoprenoid biosynthesis, bacteria [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	idsA	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	idsA	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00365	C10-C20 isoprenoid biosynthesis, archaea [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	GPS	geranyl diphosphate synthase [EC:2.5.1.1]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	GPS	geranyl diphosphate synthase [EC:2.5.1.1]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13787	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K00804	GGPS	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00366	C10-C20 isoprenoid biosynthesis, plants [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K00804	idi, IDI	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K00804	FDPS	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	GGPS1	geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K00804	GGPS1	geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes [PATH:map01100]	ko01100	Metabolic pathways	None
K13789	metK	S-adenosylmethionine synthetase [EC:2.5.1.6]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K00804	metK	S-adenosylmethionine synthetase [EC:2.5.1.6]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K20772	ACS1_2_6	1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K01762	ACS1_2_6	1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K20772	E1.14.17.4	aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K01762	E1.14.17.4	aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]	M00368	Ethylene biosynthesis, methionine => ethylene [PATH:map01100]	ko01100	Metabolic pathways	None
K20772	CYP79A1	tyrosine N-monooxygenase [EC:1.14.14.36]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K01762	CYP79A1	tyrosine N-monooxygenase [EC:1.14.14.36]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K20772	CYP71E1	4-hydroxyphenylacetaldehyde oxime monooxygenase [EC:1.14.14.37]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K01762	CYP71E1	4-hydroxyphenylacetaldehyde oxime monooxygenase [EC:1.14.14.37]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K20772	UGT85B1	cyanohydrin beta-glucosyltransferase [EC:2.4.1.85]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K01762	UGT85B1	cyanohydrin beta-glucosyltransferase [EC:2.4.1.85]	M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map01100]	ko01100	Metabolic pathways	None
K11812	CYP79B1_2	tryptophan N-monooxygenase [EC:1.14.14.156]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11813	CYP79B1_2	tryptophan N-monooxygenase [EC:1.14.14.156]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11812	CYP83B1	aromatic aldoxime N-monooxygenase [EC:1.14.14.45]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11813	CYP83B1	aromatic aldoxime N-monooxygenase [EC:1.14.14.45]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11812	SUR1, RTY	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11813	SUR1, RTY	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11812	UGT74B1	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11813	UGT74B1	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11812	ST5A, SOT16	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K11813	ST5A, SOT16	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]	M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01100]	ko01100	Metabolic pathways	None
K09587	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12639	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K09587	CYP90A1, CPD	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12639	CYP90A1, CPD	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K09587	DET2	steroid 5-alpha-reductase [EC:1.3.1.22]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12639	DET2	steroid 5-alpha-reductase [EC:1.3.1.22]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12637	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12638	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12637	CYP92A6	typhasterol/6-deoxotyphasterol 2alpha-hydroxylase	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12638	CYP92A6	typhasterol/6-deoxotyphasterol 2alpha-hydroxylase	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K09590	CYP85A1, BR6OX1	brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K12640	CYP85A1, BR6OX1	brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	crtZ	beta-carotene 3-hydroxylase [EC:1.14.15.24]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	crtZ	beta-carotene 3-hydroxylase [EC:1.14.15.24]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	ZEP, ABA1	zeaxanthin epoxidase [EC:1.14.15.21]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	ZEP, ABA1	zeaxanthin epoxidase [EC:1.14.15.21]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	NSY	neoxanthin synthase [EC:5.3.99.9]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	NSY	neoxanthin synthase [EC:5.3.99.9]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	NCED	9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	NCED	9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	ABA2	xanthoxin dehydrogenase [EC:1.1.1.288]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	ABA2	xanthoxin dehydrogenase [EC:1.1.1.288]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	AAO3	abscisic-aldehyde oxidase [EC:1.2.3.14]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	AAO3	abscisic-aldehyde oxidase [EC:1.2.3.14]	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	phbB	acetoacetyl-CoA reductase [EC:1.1.1.36]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	phbB	acetoacetyl-CoA reductase [EC:1.1.1.36]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K15746	croR	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
K15747	croR	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	M00373	Ethylmalonyl pathway [PATH:map01100]	ko01100	Metabolic pathways	None
